category,days_to_expiry,base_price,markdown_pct,price,units_sold
bakery,7,2.62,40,1.57,45.7
bakery,4,2.07,0,2.07,16.9
bakery,4,3.81,50,1.9,70.5
bakery,1,6.45,40,3.87,114.2
bakery,2,10.93,10,9.83,28.8
bakery,6,14.1,30,9.87,63.6
bakery,2,2.46,0,2.46,34.3
bakery,3,14.88,0,14.88,24.7
bakery,3,14.4,20,11.52,24.4
bakery,5,14.92,0,14.92,20.1
bakery,1,4.5,20,3.6,44.5
bakery,0,2.53,0,2.53,39.1
bakery,7,6.79,40,4.07,79.3
bakery,7,8.68,30,6.08,40.5
bakery,1,7.36,40,4.42,63.2
bakery,4,3.8,20,3.04,48.0
bakery,2,12.14,50,6.07,109.3
bakery,6,13.66,0,13.66,39.3
bakery,7,5.87,30,4.11,37.4
bakery,3,12.48,40,7.49,86.0
bakery,5,11.75,0,11.75,32.2
bakery,0,11.71,50,5.85,130.1
bakery,2,14.3,50,7.15,125.5
bakery,5,3.34,0,3.34,23.7
bakery,0,13.25,20,10.6,40.0
bakery,1,11.08,0,11.08,34.8
bakery,6,14.94,50,7.47,64.6
bakery,4,8.96,30,6.27,52.4
bakery,3,12.81,10,11.53,34.8
bakery,3,14.18,40,8.51,69.9
bakery,1,3.8,20,3.04,51.5
bakery,2,6.73,50,3.37,82.5
bakery,3,2.58,30,1.8,43.4
bakery,4,2.9,0,2.9,26.4
bakery,5,6.32,10,5.69,30.0
bakery,3,10.61,40,6.37,58.5
bakery,5,10.14,0,10.14,21.0
bakery,7,6.39,10,5.75,33.6
bakery,1,14.37,10,12.93,58.1
bakery,1,8.16,10,7.34,36.0
bakery,5,5.54,10,4.99,27.8
bakery,4,12.21,10,10.99,25.7
bakery,1,10.13,20,8.1,42.0
bakery,5,9.35,0,9.35,28.3
bakery,7,7.94,10,7.15,25.1
bakery,5,8.58,50,4.29,68.3
bakery,5,11.18,10,10.06,33.9
bakery,6,12.17,0,12.17,31.8
bakery,3,3.78,0,3.78,43.4
bakery,3,8.81,20,7.05,58.8
bakery,5,12.41,20,9.93,53.9
bakery,3,14.61,30,10.23,53.7
bakery,6,8.92,40,5.35,58.8
bakery,5,13.55,0,13.55,18.8
bakery,1,12.53,0,12.53,35.5
bakery,1,4.55,10,4.09,35.6
bakery,6,3.2,20,2.56,50.8
bakery,1,5.36,0,5.36,26.4
bakery,3,4.1,50,2.05,78.4
bakery,4,3.7,0,3.7,24.1
bakery,0,11.54,0,11.54,29.7
bakery,6,9.15,0,9.15,42.1
bakery,6,3.53,20,2.82,29.7
bakery,0,4.6,10,4.14,27.0
bakery,1,13.75,20,11.0,64.7
bakery,4,2.64,20,2.11,82.0
bakery,1,11.16,40,6.7,119.0
bakery,1,8.5,0,8.5,24.5
bakery,6,2.34,0,2.34,20.8
bakery,6,8.16,10,7.34,33.2
bakery,2,6.99,0,6.99,36.9
bakery,7,13.02,30,9.12,52.6
bakery,4,10.53,0,10.53,37.3
bakery,7,10.37,20,8.3,36.7
bakery,7,13.74,0,13.74,16.8
bakery,7,5.39,10,4.85,36.9
bakery,6,11.89,30,8.32,51.3
bakery,5,2.62,10,2.36,27.7
bakery,2,14.58,30,10.2,69.7
bakery,3,3.48,0,3.48,22.7
bakery,1,7.16,30,5.01,45.2
bakery,6,5.07,30,3.55,53.8
bakery,3,12.05,50,6.02,75.4
bakery,7,5.24,0,5.24,17.7
bakery,3,12.75,50,6.38,72.7
bakery,1,5.26,10,4.73,34.7
bakery,5,7.65,10,6.88,28.2
bakery,7,7.32,0,7.32,31.9
bakery,6,3.85,30,2.69,61.4
bakery,6,10.91,0,10.91,36.9
bakery,4,7.72,0,7.72,25.4
bakery,7,14.26,0,14.26,24.0
bakery,3,7.73,0,7.73,23.1
bakery,1,8.44,10,7.59,53.3
bakery,5,2.51,0,2.51,25.6
bakery,0,4.13,40,2.48,91.6
bakery,0,12.8,0,12.8,24.4
bakery,6,8.07,0,8.07,27.1
bakery,4,13.94,30,9.76,29.6
bakery,4,8.69,10,7.82,26.0
bakery,0,3.8,30,2.66,53.7
bakery,2,8.27,0,8.27,33.9
bakery,6,13.19,30,9.23,34.6
bakery,1,3.1,50,1.55,121.0
bakery,3,12.45,20,9.96,47.9
bakery,1,11.56,20,9.25,31.5
bakery,2,14.8,10,13.32,33.1
bakery,7,7.78,20,6.22,35.7
bakery,7,11.29,0,11.29,21.8
bakery,6,11.52,50,5.76,90.8
bakery,5,6.74,0,6.74,21.5
bakery,3,13.26,10,11.93,37.0
bakery,6,8.05,0,8.05,37.9
bakery,7,8.25,0,8.25,25.9
bakery,6,4.34,10,3.91,26.5
bakery,6,11.57,10,10.41,45.8
bakery,2,13.36,0,13.36,28.7
bakery,5,13.26,40,7.96,72.0
bakery,1,5.52,20,4.42,49.2
bakery,7,2.11,30,1.47,39.3
bakery,0,7.22,0,7.22,37.1
bakery,6,2.99,0,2.99,27.9
bakery,4,9.53,0,9.53,29.8
bakery,3,12.24,50,6.12,85.6
bakery,0,14.91,10,13.42,43.1
bakery,4,14.49,20,11.59,34.0
bakery,3,14.16,0,14.16,18.9
bakery,6,13.22,20,10.57,34.7
bakery,7,3.24,0,3.24,18.4
bakery,5,5.35,30,3.74,31.3
bakery,1,7.04,10,6.34,39.6
bakery,1,5.29,0,5.29,28.5
bakery,0,14.67,10,13.2,35.9
bakery,0,7.78,30,5.44,80.8
bakery,1,11.18,30,7.83,70.1
bakery,6,7.08,40,4.25,67.9
bakery,6,13.21,10,11.89,26.5
bakery,3,10.67,0,10.67,40.3
bakery,1,5.56,0,5.56,24.4
bakery,1,13.36,10,12.02,42.2
bakery,6,6.32,0,6.32,36.6
bakery,6,6.25,10,5.63,27.1
bakery,1,8.86,50,4.43,103.0
bakery,1,13.59,0,13.59,46.4
bakery,6,6.49,0,6.49,21.0
bakery,4,3.39,0,3.39,38.9
bakery,6,8.28,30,5.8,46.0
bakery,2,6.7,0,6.7,30.2
bakery,0,14.14,0,14.14,49.1
bakery,4,7.15,10,6.44,23.3
bakery,4,7.67,0,7.67,29.8
bakery,2,9.5,0,9.5,28.5
bakery,1,9.76,30,6.83,53.2
bakery,6,11.13,0,11.13,30.1
bakery,3,7.11,0,7.11,35.8
bakery,2,9.85,40,5.91,71.3
bakery,4,12.02,0,12.02,23.1
bakery,6,4.05,20,3.24,32.6
bakery,1,15.0,20,12.0,52.2
bakery,1,2.53,50,1.26,99.2
bakery,6,14.29,10,12.86,26.5
bakery,0,11.95,30,8.37,67.8
bakery,3,2.11,0,2.11,28.1
bakery,3,6.12,10,5.51,46.3
bakery,5,7.75,0,7.75,33.2
bakery,0,2.38,0,2.38,49.9
bakery,5,6.95,0,6.95,19.7
bakery,2,2.73,0,2.73,39.6
bakery,1,7.61,0,7.61,36.1
bakery,6,12.24,0,12.24,31.9
bakery,5,12.79,0,12.79,24.9
bakery,2,9.84,50,4.92,101.2
bakery,0,4.82,10,4.34,33.0
bakery,4,8.8,30,6.16,45.6
bakery,4,2.98,0,2.98,25.4
bakery,4,12.73,50,6.37,75.4
bakery,3,2.33,0,2.33,24.9
bakery,7,5.85,50,2.93,49.8
bakery,4,14.51,20,11.6,51.6
bakery,5,2.95,10,2.65,32.0
bakery,5,9.83,0,9.83,28.2
bakery,1,4.02,30,2.81,73.0
bakery,5,5.7,10,5.13,34.2
bakery,4,6.66,50,3.33,113.3
bakery,3,14.29,0,14.29,34.6
bakery,4,3.39,0,3.39,24.9
bakery,1,3.79,0,3.79,35.4
bakery,1,5.88,0,5.88,41.3
bakery,5,6.14,10,5.52,29.2
bakery,2,5.44,10,4.9,43.7
bakery,1,9.82,40,5.89,79.5
bakery,1,7.4,20,5.92,40.8
bakery,2,5.4,0,5.4,19.9
bakery,6,7.62,0,7.62,28.4
bakery,6,13.44,20,10.75,29.2
bakery,4,5.96,0,5.96,20.8
bakery,6,5.54,20,4.43,43.4
bakery,0,2.37,50,1.18,73.6
bakery,5,7.63,20,6.11,46.6
bakery,2,10.12,0,10.12,23.2
bakery,7,13.04,30,9.13,41.3
bakery,0,4.72,40,2.83,75.0
bakery,3,6.85,0,6.85,21.7
bakery,2,4.23,40,2.54,69.6
bakery,5,3.99,20,3.2,40.0
bakery,5,2.56,20,2.05,28.2
bakery,4,3.98,20,3.18,54.0
bakery,2,14.4,0,14.4,30.1
bakery,0,9.79,10,8.81,35.7
bakery,1,10.0,10,9.0,49.8
bakery,5,2.72,10,2.45,26.7
bakery,6,13.85,50,6.93,118.4
bakery,1,6.09,40,3.65,71.3
bakery,7,5.52,30,3.87,47.4
bakery,0,3.06,40,1.83,92.4
bakery,6,5.16,10,4.65,60.1
bakery,6,4.1,0,4.1,31.3
bakery,2,8.87,0,8.87,36.7
bakery,5,14.87,0,14.87,19.4
bakery,2,2.54,50,1.27,49.6
bakery,2,12.26,20,9.81,59.4
bakery,2,2.52,50,1.26,77.9
bakery,4,9.16,10,8.25,28.1
bakery,2,12.71,0,12.71,48.5
bakery,0,7.48,30,5.24,72.4
bakery,3,10.42,0,10.42,22.0
bakery,0,14.66,10,13.2,40.4
bakery,3,7.8,0,7.8,26.8
bakery,1,12.56,0,12.56,30.4
bakery,6,6.57,0,6.57,22.0
bakery,0,10.4,40,6.24,87.5
bakery,1,6.51,20,5.21,53.1
bakery,6,2.81,0,2.81,37.7
bakery,5,3.77,0,3.77,34.1
bakery,7,8.85,0,8.85,29.7
bakery,1,2.99,40,1.8,81.3
bakery,0,13.42,40,8.05,91.6
bakery,2,5.11,0,5.11,32.5
bakery,6,7.66,40,4.6,47.6
bakery,5,10.88,30,7.62,82.0
bakery,3,11.53,50,5.77,130.2
bakery,2,12.31,10,11.08,37.4
bakery,4,2.98,30,2.08,38.8
bakery,6,10.69,0,10.69,20.5
bakery,1,6.69,50,3.34,93.0
bakery,6,10.74,40,6.44,75.6
bakery,1,5.1,0,5.1,39.5
bakery,0,9.95,0,9.95,27.7
bakery,5,6.63,20,5.31,29.9
bakery,3,14.97,40,8.98,68.3
bakery,1,6.55,0,6.55,31.0
bakery,4,8.32,0,8.32,33.1
bakery,7,6.45,0,6.45,26.3
bakery,4,2.08,0,2.08,33.9
bakery,7,8.95,0,8.95,26.3
bakery,2,7.19,0,7.19,27.9
bakery,6,10.54,10,9.48,31.7
bakery,1,13.22,10,11.9,26.2
bakery,7,14.04,20,11.23,35.8
bakery,0,12.53,30,8.77,53.4
bakery,6,8.99,30,6.29,51.5
bakery,7,14.19,20,11.35,50.1
bakery,6,13.86,20,11.09,53.9
bakery,1,6.57,0,6.57,36.8
bakery,5,9.42,0,9.42,29.4
bakery,4,12.63,10,11.36,18.4
bakery,1,3.01,30,2.1,47.0
bakery,2,10.23,10,9.21,53.6
bakery,4,9.67,10,8.71,29.7
bakery,7,5.22,20,4.18,35.7
bakery,5,3.44,0,3.44,19.6
bakery,6,8.81,0,8.81,20.0
bakery,2,9.16,0,9.16,33.3
bakery,3,4.51,40,2.71,75.3
bakery,5,2.98,10,2.69,28.7
bakery,2,5.79,0,5.79,33.8
bakery,2,8.39,0,8.39,35.7
bakery,6,8.05,40,4.83,69.1
bakery,1,4.92,20,3.94,56.4
bakery,0,4.97,0,4.97,29.1
bakery,5,9.18,10,8.26,27.3
bakery,5,2.35,40,1.41,69.4
bakery,5,6.59,10,5.93,40.4
bakery,4,13.58,40,8.15,27.9
bakery,3,5.94,0,5.94,20.5
bakery,5,13.4,30,9.38,49.5
bakery,2,5.28,0,5.28,29.2
bakery,2,4.08,50,2.04,87.9
bakery,6,7.15,20,5.72,49.7
bakery,4,10.85,0,10.85,25.2
bakery,5,9.62,0,9.62,47.8
bakery,2,12.21,30,8.55,61.2
bakery,5,8.99,0,8.99,30.2
bakery,3,8.08,10,7.27,36.3
bakery,2,8.68,10,7.82,39.9
bakery,3,12.3,40,7.38,82.2
bakery,2,3.18,20,2.54,41.4
bakery,0,6.94,30,4.86,69.1
bakery,1,12.86,10,11.58,37.2
bakery,0,8.29,10,7.46,36.8
bakery,4,8.42,20,6.74,33.0
bakery,0,14.14,30,9.9,59.4
bakery,1,6.95,20,5.56,46.3
bakery,1,13.4,10,12.06,35.4
bakery,3,7.53,0,7.53,30.4
bakery,4,9.42,0,9.42,20.7
bakery,4,2.15,40,1.29,47.6
bakery,5,8.26,0,8.26,22.9
bakery,4,8.36,0,8.36,33.8
bakery,1,9.61,30,6.73,46.4
bakery,3,8.37,40,5.02,71.5
bakery,0,9.44,0,9.44,23.2
bakery,2,14.22,30,9.96,62.0
bakery,6,14.35,20,11.48,31.7
bakery,3,12.42,20,9.94,53.2
bakery,3,7.75,0,7.75,41.0
bakery,7,2.01,50,1.01,79.1
bakery,3,7.41,30,5.19,92.1
bakery,4,6.15,10,5.54,36.3
bakery,7,10.53,50,5.26,64.0
bakery,1,2.47,0,2.47,37.8
bakery,4,3.98,10,3.59,31.3
bakery,1,10.64,0,10.64,23.8
bakery,5,9.6,40,5.76,84.7
bakery,7,11.88,40,7.13,77.9
bakery,4,14.04,20,11.23,47.2
bakery,2,8.57,0,8.57,31.4
bakery,7,4.0,10,3.6,28.9
bakery,1,8.47,20,6.77,28.9
bakery,3,6.9,10,6.21,54.5
bakery,6,7.07,0,7.07,17.5
bakery,2,8.49,0,8.49,26.6
bakery,2,11.18,10,10.06,36.2
bakery,7,4.36,0,4.36,26.1
bakery,3,3.3,0,3.3,28.9
bakery,5,3.87,0,3.87,21.9
bakery,0,10.96,30,7.67,71.1
bakery,3,3.01,0,3.01,15.1
bakery,6,7.99,10,7.19,22.3
bakery,6,4.75,10,4.28,39.3
bakery,6,4.24,40,2.54,62.6
bakery,3,4.33,0,4.33,35.1
bakery,4,11.79,40,7.07,38.7
bakery,3,13.27,50,6.64,136.4
bakery,1,14.36,30,10.05,98.2
bakery,0,10.76,50,5.38,122.1
bakery,3,11.53,20,9.23,43.6
bakery,6,13.96,30,9.77,67.8
bakery,4,13.82,0,13.82,24.9
bakery,4,11.26,30,7.88,72.0
bakery,3,12.26,0,12.26,18.2
bakery,4,8.57,40,5.14,47.2
bakery,5,7.36,0,7.36,17.9
bakery,6,11.76,20,9.41,30.8
bakery,0,12.15,50,6.07,148.2
bakery,2,2.44,0,2.44,42.0
bakery,5,3.53,40,2.12,70.0
bakery,2,2.48,0,2.48,29.8
bakery,7,11.43,20,9.15,38.0
bakery,5,11.78,10,10.6,29.1
bakery,1,12.21,40,7.33,69.4
bakery,6,9.31,0,9.31,19.0
bakery,4,3.37,0,3.37,20.0
bakery,0,11.75,30,8.23,73.7
bakery,0,4.18,10,3.76,38.8
bakery,1,5.65,20,4.52,30.9
bakery,3,2.86,0,2.86,27.5
bakery,5,10.65,10,9.58,24.5
bakery,2,5.92,30,4.14,36.8
bakery,7,11.91,20,9.53,45.1
bakery,6,6.39,50,3.2,77.2
bakery,0,2.58,20,2.06,41.5
bakery,6,9.42,40,5.65,108.6
bakery,3,9.16,0,9.16,25.9
bakery,6,8.8,30,6.16,53.9
bakery,5,7.51,0,7.51,18.7
bakery,2,10.85,50,5.42,102.6
bakery,5,11.83,0,11.83,58.5
bakery,5,3.66,0,3.66,26.2
bakery,3,4.59,0,4.59,28.0
bakery,5,6.51,50,3.26,109.1
bakery,7,8.42,10,7.58,38.0
bakery,6,8.19,0,8.19,25.4
bakery,1,4.63,30,3.24,41.9
bakery,5,10.33,0,10.33,29.0
bakery,2,4.47,10,4.02,19.5
bakery,5,2.87,0,2.87,32.3
bakery,7,13.29,30,9.3,100.9
bakery,7,10.68,40,6.41,86.0
bakery,2,5.8,30,4.06,72.2
bakery,3,13.53,30,9.47,49.3
bakery,4,14.15,30,9.9,48.1
bakery,1,12.22,0,12.22,33.9
bakery,7,10.18,50,5.09,55.2
bakery,3,5.3,20,4.24,26.5
bakery,5,2.77,0,2.77,30.6
bakery,2,7.01,50,3.5,137.5
bakery,0,7.05,10,6.35,37.3
bakery,1,2.1,0,2.1,35.4
bakery,2,2.91,0,2.91,30.8
bakery,2,12.37,0,12.37,31.7
bakery,2,5.82,20,4.66,59.7
bakery,6,2.52,40,1.51,73.9
bakery,5,10.71,50,5.35,80.8
bakery,5,9.27,0,9.27,22.1
bakery,2,6.49,40,3.89,81.7
bakery,0,6.54,0,6.54,34.6
bakery,3,4.81,0,4.81,29.5
bakery,1,4.61,20,3.68,48.8
bakery,7,3.27,30,2.29,45.2
bakery,7,9.63,30,6.74,45.6
bakery,1,2.2,20,1.76,40.8
bakery,4,2.21,0,2.21,30.3
bakery,3,11.45,20,9.16,39.3
bakery,6,14.61,20,11.68,26.3
bakery,5,14.21,40,8.53,48.1
bakery,7,7.09,0,7.09,38.8
bakery,1,6.41,10,5.76,28.9
bakery,5,3.54,50,1.77,110.8
bakery,5,7.87,20,6.3,39.1
bakery,5,13.3,30,9.31,35.4
bakery,7,8.68,50,4.34,78.5
bakery,1,2.11,20,1.69,70.0
bakery,6,8.07,20,6.45,34.2
bakery,6,7.56,20,6.05,32.6
bakery,2,13.71,20,10.97,49.9
bakery,3,7.26,10,6.54,24.2
bakery,0,9.48,0,9.48,28.3
bakery,1,8.05,50,4.02,135.9
bakery,5,5.68,20,4.55,21.1
bakery,3,9.6,10,8.64,50.8
bakery,7,3.71,0,3.71,20.1
bakery,7,12.35,30,8.65,72.5
bakery,4,6.68,0,6.68,20.9
bakery,2,8.25,30,5.77,63.8
bakery,0,10.21,50,5.11,85.0
bakery,4,9.12,20,7.3,38.9
bakery,1,9.37,0,9.37,32.5
bakery,6,2.65,40,1.59,65.2
bakery,7,8.49,0,8.49,16.6
bakery,1,8.74,0,8.74,27.9
bakery,2,8.55,30,5.98,68.4
bakery,3,11.17,20,8.94,28.4
bakery,1,7.1,30,4.97,43.0
bakery,1,11.69,0,11.69,37.8
bakery,3,14.55,40,8.73,42.5
bakery,4,3.27,0,3.27,25.2
bakery,4,14.72,50,7.36,145.6
bakery,6,10.57,50,5.29,94.6
bakery,1,6.83,10,6.15,38.6
bakery,2,7.48,20,5.99,48.3
bakery,6,2.44,0,2.44,32.4
bakery,3,6.89,0,6.89,20.1
bakery,0,14.7,50,7.35,158.0
bakery,1,11.22,20,8.97,25.6
bakery,2,14.71,0,14.71,29.7
bakery,4,3.51,10,3.16,23.2
bakery,5,11.21,0,11.21,33.0
bakery,4,4.32,0,4.32,26.0
bakery,6,9.47,30,6.63,41.9
bakery,5,13.03,20,10.42,38.6
bakery,7,12.53,50,6.26,76.0
bakery,1,13.07,40,7.84,104.3
bakery,7,12.76,50,6.38,160.2
bakery,4,3.57,20,2.86,45.7
bakery,4,4.44,40,2.66,47.8
bakery,2,10.83,20,8.66,50.9
bakery,1,11.61,10,10.44,34.7
bakery,2,13.6,0,13.6,26.4
bakery,6,7.29,0,7.29,22.6
bakery,3,13.53,0,13.53,36.7
bakery,7,3.77,0,3.77,33.7
bakery,4,3.12,30,2.19,65.1
bakery,3,4.49,30,3.14,63.8
bakery,6,4.36,40,2.61,34.8
bakery,1,8.87,40,5.32,66.1
bakery,4,9.55,0,9.55,23.3
bakery,7,9.77,0,9.77,21.2
bakery,7,12.6,30,8.82,34.6
bakery,3,3.24,10,2.92,23.1
bakery,3,6.18,50,3.09,72.9
bakery,3,11.38,0,11.38,28.8
bakery,4,2.1,0,2.1,25.7
bakery,0,5.84,0,5.84,34.6
bakery,1,9.49,0,9.49,53.2
bakery,6,12.99,30,9.09,41.1
bakery,7,5.54,50,2.77,100.3
bakery,6,10.94,0,10.94,32.8
bakery,4,7.23,0,7.23,27.7
bakery,0,5.05,50,2.53,111.9
bakery,0,6.28,30,4.4,51.3
bakery,2,12.33,20,9.86,29.3
bakery,7,12.31,50,6.16,101.3
bakery,2,11.98,0,11.98,41.1
bakery,0,5.0,20,4.0,38.1
bakery,1,8.37,40,5.02,66.2
bakery,4,10.26,50,5.13,50.1
bakery,6,6.65,10,5.98,35.5
bakery,3,10.06,10,9.05,29.9
bakery,7,13.28,0,13.28,17.8
bakery,7,10.77,0,10.77,32.6
bakery,4,14.59,30,10.21,44.9
bakery,1,13.0,30,9.1,89.2
bakery,0,14.57,50,7.28,110.3
bakery,1,11.67,0,11.67,26.8
bakery,0,11.69,0,11.69,86.6
bakery,0,3.12,10,2.81,45.0
bakery,4,8.94,50,4.47,89.4
bakery,1,10.91,20,8.73,47.2
bakery,0,6.11,0,6.11,29.0
bakery,7,14.04,40,8.43,64.4
bakery,4,8.37,0,8.37,28.6
bakery,7,5.8,20,4.64,49.4
bakery,5,14.16,20,11.33,34.0
bakery,0,14.59,10,13.13,75.6
bakery,1,11.55,0,11.55,44.3
bakery,3,3.37,50,1.69,135.4
bakery,2,9.08,0,9.08,23.5
bakery,5,3.87,50,1.93,199.0
bakery,1,8.65,40,5.19,95.9
bakery,7,2.41,10,2.17,33.4
bakery,3,7.16,20,5.73,28.0
bakery,6,9.95,0,9.95,28.5
bakery,0,6.71,30,4.7,54.6
bakery,0,5.01,0,5.01,26.5
bakery,5,7.23,0,7.23,24.7
bakery,7,7.47,20,5.97,38.9
bakery,3,11.08,10,9.97,33.9
bakery,1,5.59,30,3.91,43.4
bakery,3,4.15,10,3.73,25.2
bakery,7,9.79,30,6.85,50.0
bakery,5,11.46,0,11.46,38.2
bakery,0,12.11,30,8.48,55.4
bakery,3,3.22,0,3.22,31.2
bakery,7,4.87,10,4.39,26.4
bakery,4,5.43,30,3.8,40.7
bakery,4,8.9,10,8.01,28.2
bakery,0,8.34,30,5.84,55.2
bakery,6,5.94,50,2.97,130.5
bakery,7,5.46,50,2.73,72.4
bakery,3,7.44,0,7.44,20.1
bakery,6,10.09,10,9.08,37.1
bakery,2,9.39,0,9.39,26.5
bakery,0,13.26,0,13.26,33.2
bakery,4,10.52,20,8.42,41.4
bakery,0,6.62,30,4.63,71.5
bakery,0,13.68,0,13.68,29.6
bakery,6,4.96,30,3.47,53.4
bakery,7,6.49,30,4.54,41.1
bakery,6,8.33,0,8.33,27.3
bakery,0,9.74,40,5.84,86.3
bakery,7,4.9,0,4.9,35.0
bakery,1,6.62,20,5.3,48.5
bakery,3,3.53,10,3.18,25.2
bakery,7,9.75,30,6.83,46.7
bakery,7,14.87,30,10.41,58.4
bakery,7,3.75,50,1.88,65.3
bakery,2,8.94,0,8.94,28.5
bakery,1,13.27,0,13.27,27.7
bakery,4,10.1,0,10.1,16.0
bakery,0,11.91,0,11.91,46.1
bakery,1,12.38,10,11.14,42.8
bakery,4,10.57,10,9.51,30.4
bakery,4,10.79,50,5.4,92.6
bakery,2,5.42,10,4.88,36.7
bakery,7,9.68,40,5.81,88.7
bakery,3,2.93,0,2.93,30.2
bakery,7,9.68,10,8.71,24.7
bakery,0,3.35,0,3.35,19.5
bakery,6,10.71,30,7.5,64.8
bakery,0,12.64,0,12.64,55.6
bakery,6,6.66,50,3.33,56.6
bakery,1,12.74,0,12.74,30.7
bakery,2,14.74,10,13.27,21.3
bakery,4,12.3,40,7.38,44.6
bakery,7,4.61,30,3.23,49.6
bakery,4,7.16,0,7.16,19.6
bakery,5,8.39,0,8.39,24.5
bakery,0,12.42,20,9.94,59.1
bakery,7,5.44,30,3.81,39.0
bakery,2,11.24,20,8.99,48.9
bakery,3,14.6,10,13.14,41.6
bakery,2,2.25,30,1.58,51.8
bakery,4,7.13,30,4.99,38.6
bakery,6,6.43,10,5.79,21.7
bakery,7,14.39,20,11.51,37.4
bakery,1,11.15,40,6.69,88.6
bakery,4,7.59,0,7.59,18.2
bakery,1,13.82,0,13.82,27.8
bakery,7,10.85,0,10.85,24.4
bakery,2,14.48,0,14.48,39.2
bakery,6,8.89,40,5.34,64.1
bakery,3,7.62,0,7.62,28.8
bakery,0,3.11,0,3.11,31.1
bakery,6,14.59,10,13.13,24.5
bakery,5,12.17,10,10.95,22.0
bakery,4,4.02,20,3.21,44.3
bakery,7,5.02,40,3.01,54.0
bakery,0,8.86,50,4.43,98.0
bakery,4,10.06,30,7.04,67.1
bakery,7,4.48,10,4.03,35.0
bakery,1,13.8,0,13.8,35.3
bakery,2,5.39,40,3.24,77.5
bakery,3,9.69,0,9.69,46.7
bakery,5,6.4,0,6.4,34.1
bakery,0,12.98,40,7.79,67.8
bakery,2,9.25,0,9.25,32.9
bakery,4,3.08,40,1.85,63.7
bakery,1,4.12,0,4.12,39.3
bakery,3,7.4,10,6.66,49.0
bakery,6,6.23,30,4.36,44.5
bakery,6,4.24,0,4.24,23.8
bakery,3,11.67,30,8.17,33.5
bakery,6,2.93,20,2.35,41.4
bakery,6,14.63,0,14.63,27.7
bakery,4,6.37,30,4.46,46.0
bakery,0,8.73,0,8.73,50.6
bakery,1,7.85,30,5.5,52.5
bakery,7,10.55,10,9.49,42.1
bakery,6,4.32,40,2.59,74.5
bakery,5,12.18,20,9.75,37.3
bakery,5,8.63,30,6.04,49.9
bakery,7,13.62,20,10.9,30.7
bakery,2,11.16,30,7.81,53.1
bakery,5,10.49,0,10.49,23.5
bakery,2,9.59,0,9.59,32.0
bakery,5,2.73,0,2.73,29.8
bakery,5,8.24,0,8.24,28.7
bakery,6,14.22,0,14.22,23.0
bakery,5,8.74,10,7.87,28.2
bakery,6,3.0,10,2.7,31.4
bakery,0,11.75,10,10.58,40.3
bakery,0,3.1,0,3.1,26.0
bakery,5,9.42,50,4.71,62.5
bakery,4,10.93,0,10.93,28.0
bakery,2,10.87,0,10.87,16.5
bakery,7,12.58,30,8.81,42.8
bakery,1,6.46,40,3.87,57.5
bakery,3,6.72,20,5.38,49.5
bakery,2,13.79,30,9.65,35.3
bakery,6,4.91,0,4.91,19.1
bakery,0,14.9,30,10.43,51.5
bakery,5,5.42,0,5.42,19.6
bakery,1,8.24,0,8.24,31.3
bakery,3,4.35,30,3.04,88.2
bakery,2,5.16,30,3.61,57.5
bakery,5,13.64,20,10.91,43.3
bakery,3,14.98,0,14.98,23.7
bakery,6,6.91,0,6.91,25.6
bakery,0,2.01,20,1.61,48.8
bakery,3,6.99,40,4.2,44.4
bakery,4,2.28,20,1.82,29.3
bakery,3,5.86,30,4.1,72.2
bakery,4,7.25,0,7.25,32.4
bakery,5,8.89,50,4.44,67.3
bakery,6,12.3,50,6.15,59.5
bakery,0,14.4,0,14.4,36.5
bakery,0,9.77,0,9.77,49.7
bakery,0,11.67,10,10.5,34.0
bakery,7,13.08,30,9.16,38.4
bakery,2,2.58,0,2.58,32.5
bakery,5,8.06,30,5.64,73.3
bakery,4,14.99,20,11.99,40.3
bakery,7,6.52,0,6.52,27.4
bakery,2,10.53,10,9.47,23.4
bakery,4,14.63,30,10.24,41.3
bakery,3,10.87,40,6.52,52.5
bakery,0,3.77,50,1.88,103.3
bakery,4,12.59,40,7.55,74.1
bakery,7,8.28,20,6.62,34.3
bakery,7,6.7,50,3.35,65.2
bakery,5,10.73,0,10.73,32.2
bakery,0,3.37,30,2.36,68.5
bakery,5,12.21,0,12.21,19.0
bakery,2,9.74,0,9.74,35.5
bakery,3,2.94,0,2.94,19.0
bakery,4,12.76,50,6.38,101.7
bakery,0,12.87,50,6.44,93.6
bakery,4,11.68,50,5.84,130.3
bakery,6,2.24,50,1.12,82.1
bakery,5,4.54,0,4.54,16.4
bakery,4,10.89,0,10.89,13.5
bakery,2,10.22,0,10.22,23.8
bakery,7,13.81,30,9.66,26.1
bakery,1,14.65,0,14.65,29.1
bakery,7,13.93,30,9.75,56.3
bakery,2,7.64,40,4.58,104.6
bakery,3,9.2,20,7.36,59.6
bakery,7,9.94,20,7.95,51.4
bakery,2,7.1,20,5.68,43.5
bakery,1,3.07,0,3.07,29.9
bakery,6,8.42,0,8.42,27.4
bakery,5,2.21,30,1.55,31.0
bakery,5,4.63,20,3.71,26.6
bakery,2,10.18,0,10.18,29.0
bakery,6,4.15,0,4.15,28.9
bakery,4,9.71,30,6.8,48.6
bakery,0,2.32,30,1.63,131.4
